PE,rank,method,data,start,end
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1272, 'id': ('PeakGroundMotion4', 4, 'output', 12)}",1566489800.654795,1566489800.6549098
PeakGroundMotion4,4,process,"{}",1566489800.6253288,1566489800.654774
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 12))]}",1566489800.654596,1566489800.655531
Match5,5,process,"{}",1566489800.6545842,1566489800.654593
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 13))]}",1566489800.654944,1566489800.655725
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 13))]}",1566489800.6536489,1566489800.65721
NormPE1,1,write,"{'output': 'output_mean', 'size': 144643, 'id': ('NormPE1', 1, 'output_mean', 15)}",1566489800.659699,1566489800.659774
NormPE1,1,write,"{'output': 'output_max', 'size': 144642, 'id': ('NormPE1', 1, 'output_max', 15)}",1566489800.659803,1566489800.659849
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 8))]}",1566489800.659868,1566489800.661663
NormPE1,1,process,"{}",1566489800.554128,1566489800.659863
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion4', 4, 'output', 13)}",1566489800.6745028,1566489800.674628
PeakGroundMotion4,4,process,"{}",1566489800.655759,1566489800.674481
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 14))]}",1566489800.6746619,1566489800.6755881
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 13))]}",1566489800.6555798,1566489800.67541
Match5,5,process,"{}",1566489800.65557,1566489800.6555772
Match5,5,write,"{'output': 'output', 'size': 2756, 'id': ('Match5', 5, 'output', 1)}",1566489800.675524,1566489800.677142
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1274, 'id': ('PeakGroundMotion3', 3, 'output', 13)}",1566489800.680777,1566489800.68091
PeakGroundMotion3,3,process,"{}",1566489800.657281,1566489800.680747
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 13))]}",1566489800.6771781,1566489800.681891
Match5,5,process,"{}",1566489800.675453,1566489800.677173
Match5,5,write,"{'output': 'output', 'size': 2758, 'id': ('Match5', 5, 'output', 2)}",1566489800.681958,1566489800.682092
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 14))]}",1566489800.680962,1566489800.6827798
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 1))]}",1566489800.013076,1566489800.684272
WriteGeoJSON6,6,preprocess,"{}",1566489800.012963,1566489800.013047
NormPE1,1,write,"{'output': 'output_mean', 'size': 29394, 'id': ('NormPE1', 1, 'output_mean', 16)}",1566489800.687229,1566489800.687298
NormPE1,1,write,"{'output': 'output_max', 'size': 29393, 'id': ('NormPE1', 1, 'output_max', 16)}",1566489800.6873448,1566489800.687389
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 9))]}",1566489800.687407,1566489800.68811
NormPE1,1,process,"{}",1566489800.66174,1566489800.687402
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1272, 'id': ('PeakGroundMotion4', 4, 'output', 14)}",1566489800.712436,1566489800.712605
PeakGroundMotion4,4,process,"{}",1566489800.6756322,1566489800.712411
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 14))]}",1566489800.682107,1566489800.71359
Match5,5,process,"{}",1566489800.681947,1566489800.682104
Match5,5,write,"{'output': 'output', 'size': 2756, 'id': ('Match5', 5, 'output', 3)}",1566489800.713668,1566489800.7138
NormPE1,1,write,"{'output': 'output_mean', 'size': 29443, 'id': ('NormPE1', 1, 'output_mean', 17)}",1566489800.7161531,1566489800.71623
NormPE1,1,write,"{'output': 'output_max', 'size': 29442, 'id': ('NormPE1', 1, 'output_max', 17)}",1566489800.716259,1566489800.716309
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 9))]}",1566489800.716326,1566489800.717313
NormPE1,1,process,"{}",1566489800.6881652,1566489800.716322
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion3', 3, 'output', 14)}",1566489800.722816,1566489800.722949
PeakGroundMotion3,3,process,"{}",1566489800.682813,1566489800.722795
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 14))]}",1566489800.71382,1566489800.723649
Match5,5,process,"{}",1566489800.713655,1566489800.7138162
Match5,5,write,"{'output': 'output', 'size': 2758, 'id': ('Match5', 5, 'output', 4)}",1566489800.723722,1566489800.723841
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 15))]}",1566489800.722991,1566489800.725058
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 15))]}",1566489800.712662,1566489800.732885
NormPE1,1,write,"{'output': 'output_mean', 'size': 29394, 'id': ('NormPE1', 1, 'output_mean', 18)}",1566489800.736922,1566489800.7369971
NormPE1,1,write,"{'output': 'output_max', 'size': 29393, 'id': ('NormPE1', 1, 'output_max', 18)}",1566489800.737025,1566489800.737067
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 10))]}",1566489800.737084,1566489800.738026
NormPE1,1,process,"{}",1566489800.717385,1566489800.7370791
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 2))]}",1566489800.741856,1566489800.742612
WriteGeoJSON6,6,process,"{}",1566489800.685477,1566489800.7418392
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 3))]}",1566489800.771065,1566489800.774807
WriteGeoJSON6,6,process,"{}",1566489800.7426612,1566489800.7710552
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 4))]}",1566489800.794934,1566489800.795826
WriteGeoJSON6,6,process,"{}",1566489800.774886,1566489800.79492
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion4', 4, 'output', 15)}",1566489800.8917,1566489800.89185
PeakGroundMotion4,4,process,"{}",1566489800.732936,1566489800.891676
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 15))]}",1566489800.723861,1566489800.893373
Match5,5,process,"{}",1566489800.72371,1566489800.723857
NormPE1,1,write,"{'output': 'output_mean', 'size': 144643, 'id': ('NormPE1', 1, 'output_mean', 19)}",1566489800.893711,1566489800.893773
NormPE1,1,write,"{'output': 'output_max', 'size': 144642, 'id': ('NormPE1', 1, 'output_max', 19)}",1566489800.8937979,1566489800.8938339
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 10))]}",1566489800.8938508,1566489800.894424
NormPE1,1,process,"{}",1566489800.7380621,1566489800.893847
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 16))]}",1566489800.8918972,1566489800.8944142
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1274, 'id': ('PeakGroundMotion3', 3, 'output', 15)}",1566489800.906803,1566489800.906928
PeakGroundMotion3,3,process,"{}",1566489800.725107,1566489800.906776
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 16))]}",1566489800.906969,1566489800.908489
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 15))]}",1566489800.893443,1566489800.908648
Match5,5,process,"{}",1566489800.8934321,1566489800.89344
NormPE1,1,write,"{'output': 'output_mean', 'size': 29394, 'id': ('NormPE1', 1, 'output_mean', 20)}",1566489800.911256,1566489800.91132
NormPE1,1,write,"{'output': 'output_max', 'size': 29393, 'id': ('NormPE1', 1, 'output_max', 20)}",1566489800.911365,1566489800.911407
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 11))]}",1566489800.911424,1566489800.9120839
NormPE1,1,process,"{}",1566489800.894453,1566489800.9114199
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1272, 'id': ('PeakGroundMotion4', 4, 'output', 16)}",1566489800.920953,1566489800.921055
PeakGroundMotion4,4,process,"{}",1566489800.8944561,1566489800.920932
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 16))]}",1566489800.908702,1566489800.9217532
Match5,5,process,"{}",1566489800.908691,1566489800.9086988
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 17))]}",1566489800.921082,1566489800.921839
NormPE1,1,write,"{'output': 'output_mean', 'size': 29394, 'id': ('NormPE1', 1, 'output_mean', 21)}",1566489800.931803,1566489800.931929
NormPE1,1,write,"{'output': 'output_max', 'size': 29393, 'id': ('NormPE1', 1, 'output_max', 21)}",1566489800.932506,1566489800.932566
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 11))]}",1566489800.9325912,1566489800.934607
NormPE1,1,process,"{}",1566489800.9121332,1566489800.932584
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion4', 4, 'output', 17)}",1566489800.9524522,1566489800.952569
PeakGroundMotion4,4,process,"{}",1566489800.921867,1566489800.95243
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 17))]}",1566489800.921809,1566489800.953322
Match5,5,process,"{}",1566489800.921797,1566489800.921806
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 18))]}",1566489800.9526012,1566489800.953402
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion3', 3, 'output', 16)}",1566489800.9618182,1566489800.9619179
PeakGroundMotion3,3,process,"{}",1566489800.90854,1566489800.961799
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 16))]}",1566489800.953381,1566489800.962688
Match5,5,process,"{}",1566489800.9533691,1566489800.953377
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 17))]}",1566489800.961944,1566489800.963291
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1272, 'id': ('PeakGroundMotion4', 4, 'output', 18)}",1566489800.973979,1566489800.974085
PeakGroundMotion4,4,process,"{}",1566489800.953428,1566489800.973959
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 18))]}",1566489800.962744,1566489800.974775
Match5,5,process,"{}",1566489800.962732,1566489800.96274
Match5,5,write,"{'output': 'output', 'size': 2756, 'id': ('Match5', 5, 'output', 5)}",1566489800.974825,1566489800.974936
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 5))]}",1566489800.809678,1566489800.975883
WriteGeoJSON6,6,process,"{}",1566489800.795924,1566489800.80967
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1274, 'id': ('PeakGroundMotion3', 3, 'output', 17)}",1566489800.979508,1566489800.9796212
PeakGroundMotion3,3,process,"{}",1566489800.9633229,1566489800.97949
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 17))]}",1566489800.974951,1566489800.980457
Match5,5,process,"{}",1566489800.974813,1566489800.9749482
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 18))]}",1566489800.979659,1566489800.991267
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 19))]}",1566489800.974114,1566489801.003197
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion3', 3, 'output', 18)}",1566489801.019618,1566489801.0197172
PeakGroundMotion3,3,process,"{}",1566489800.9913511,1566489801.0196
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 18))]}",1566489800.98053,1566489801.02045
Match5,5,process,"{}",1566489800.9805188,1566489800.9805272
Match5,5,write,"{'output': 'output', 'size': 2758, 'id': ('Match5', 5, 'output', 6)}",1566489801.0205061,1566489801.0206342
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 6))]}",1566489801.003152,1566489801.021825
WriteGeoJSON6,6,process,"{}",1566489800.9759429,1566489801.003137
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 19))]}",1566489801.019745,1566489801.0259352
NormPE1,1,write,"{'output': 'output_mean', 'size': 144643, 'id': ('NormPE1', 1, 'output_mean', 22)}",1566489801.079753,1566489801.079821
NormPE1,1,write,"{'output': 'output_max', 'size': 144642, 'id': ('NormPE1', 1, 'output_max', 22)}",1566489801.07985,1566489801.079883
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 12))]}",1566489801.0798972,1566489801.081057
NormPE1,1,process,"{}",1566489800.934678,1566489801.0798929
NormPE1,1,write,"{'output': 'output_mean', 'size': 29394, 'id': ('NormPE1', 1, 'output_mean', 23)}",1566489801.1042938,1566489801.104369
NormPE1,1,write,"{'output': 'output_max', 'size': 29393, 'id': ('NormPE1', 1, 'output_max', 23)}",1566489801.104418,1566489801.104461
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 12))]}",1566489801.104478,1566489801.105081
NormPE1,1,process,"{}",1566489801.081141,1566489801.104473
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion4', 4, 'output', 19)}",1566489801.12304,1566489801.1231449
PeakGroundMotion4,4,process,"{}",1566489801.003273,1566489801.123017
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 19))]}",1566489801.020653,1566489801.1242938
Match5,5,process,"{}",1566489801.020494,1566489801.020649
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 20))]}",1566489801.123174,1566489801.12414
Match5,5,write,"{'output': 'output', 'size': 2756, 'id': ('Match5', 5, 'output', 7)}",1566489801.124361,1566489801.1244721
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 7))]}",1566489801.052217,1566489801.1268249
WriteGeoJSON6,6,process,"{}",1566489801.021896,1566489801.052207
NormPE1,1,write,"{'output': 'output_mean', 'size': 29443, 'id': ('NormPE1', 1, 'output_mean', 24)}",1566489801.130836,1566489801.130908
NormPE1,1,write,"{'output': 'output_max', 'size': 29442, 'id': ('NormPE1', 1, 'output_max', 24)}",1566489801.130958,1566489801.131
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 13))]}",1566489801.131017,1566489801.136108
NormPE1,1,process,"{}",1566489801.1051111,1566489801.1310122
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1272, 'id': ('PeakGroundMotion4', 4, 'output', 20)}",1566489801.145494,1566489801.145617
PeakGroundMotion4,4,process,"{}",1566489801.124178,1566489801.145474
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 20))]}",1566489801.124486,1566489801.146348
Match5,5,process,"{}",1566489801.12435,1566489801.124483
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 21))]}",1566489801.1456482,1566489801.152265
NormPE1,1,write,"{'output': 'output_mean', 'size': 29394, 'id': ('NormPE1', 1, 'output_mean', 25)}",1566489801.15428,1566489801.154342
NormPE1,1,write,"{'output': 'output_max', 'size': 29393, 'id': ('NormPE1', 1, 'output_max', 25)}",1566489801.154369,1566489801.154409
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 13))]}",1566489801.154426,1566489801.15505
NormPE1,1,process,"{}",1566489801.136168,1566489801.154422
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1274, 'id': ('PeakGroundMotion3', 3, 'output', 19)}",1566489801.1653912,1566489801.1655092
PeakGroundMotion3,3,process,"{}",1566489801.025984,1566489801.1653671
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 20))]}",1566489801.165544,1566489801.166301
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 19))]}",1566489801.146415,1566489801.166902
Match5,5,process,"{}",1566489801.146404,1566489801.1464121
Match5,5,write,"{'output': 'output', 'size': 2758, 'id': ('Match5', 5, 'output', 8)}",1566489801.166955,1566489801.167073
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 8))]}",1566489801.142176,1566489801.1693928
WriteGeoJSON6,6,process,"{}",1566489801.126884,1566489801.142167
NormPE1,1,write,"{'output': 'output_mean', 'size': 29443, 'id': ('NormPE1', 1, 'output_mean', 26)}",1566489801.1696131,1566489801.1696692
NormPE1,1,write,"{'output': 'output_max', 'size': 29442, 'id': ('NormPE1', 1, 'output_max', 26)}",1566489801.169715,1566489801.169942
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 14))]}",1566489801.1699579,1566489801.171384
NormPE1,1,process,"{}",1566489801.155081,1566489801.169954
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1272, 'id': ('PeakGroundMotion4', 4, 'output', 21)}",1566489801.183386,1566489801.183508
PeakGroundMotion4,4,process,"{}",1566489801.1523042,1566489801.183367
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 21))]}",1566489801.16709,1566489801.184122
Match5,5,process,"{}",1566489801.166944,1566489801.1670861
Match5,5,write,"{'output': 'output', 'size': 2756, 'id': ('Match5', 5, 'output', 9)}",1566489801.1841862,1566489801.1842968
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 9))]}",1566489801.1815581,1566489801.1874712
WriteGeoJSON6,6,process,"{}",1566489801.169461,1566489801.181546
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 22))]}",1566489801.18355,1566489801.1952782
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion3', 3, 'output', 20)}",1566489801.207573,1566489801.2077088
PeakGroundMotion3,3,process,"{}",1566489801.166327,1566489801.20755
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 20))]}",1566489801.184312,1566489801.208423
Match5,5,process,"{}",1566489801.184175,1566489801.184309
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 21))]}",1566489801.2077508,1566489801.2090392
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion3', 3, 'output', 21)}",1566489801.222036,1566489801.222126
PeakGroundMotion3,3,process,"{}",1566489801.209065,1566489801.2220201
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 21))]}",1566489801.208491,1566489801.22284
Match5,5,process,"{}",1566489801.20848,1566489801.208488
Match5,5,write,"{'output': 'output', 'size': 2758, 'id': ('Match5', 5, 'output', 10)}",1566489801.222888,1566489801.222999
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 22))]}",1566489801.222204,1566489801.223767
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 10))]}",1566489801.2111502,1566489801.224053
WriteGeoJSON6,6,process,"{}",1566489801.187538,1566489801.211141
NormPE1,1,write,"{'output': 'output_mean', 'size': 144594, 'id': ('NormPE1', 1, 'output_mean', 27)}",1566489801.27723,1566489801.277298
NormPE1,1,write,"{'output': 'output_max', 'size': 144593, 'id': ('NormPE1', 1, 'output_max', 27)}",1566489801.277326,1566489801.277359
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 14))]}",1566489801.277374,1566489801.278069
NormPE1,1,process,"{}",1566489801.171425,1566489801.2773702
NormPE1,1,write,"{'output': 'output_mean', 'size': 29443, 'id': ('NormPE1', 1, 'output_mean', 28)}",1566489801.29544,1566489801.295497
NormPE1,1,write,"{'output': 'output_max', 'size': 29442, 'id': ('NormPE1', 1, 'output_max', 28)}",1566489801.295539,1566489801.295573
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 15))]}",1566489801.295587,1566489801.29615
NormPE1,1,process,"{}",1566489801.278101,1566489801.295583
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion4', 4, 'output', 22)}",1566489801.3056839,1566489801.30583
PeakGroundMotion4,4,process,"{}",1566489801.195341,1566489801.3056629
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 23))]}",1566489801.3058639,1566489801.3072178
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 22))]}",1566489801.2230148,1566489801.307468
Match5,5,process,"{}",1566489801.222877,1566489801.223011
NormPE1,1,write,"{'output': 'output_mean', 'size': 29443, 'id': ('NormPE1', 1, 'output_mean', 29)}",1566489801.3092139,1566489801.309267
NormPE1,1,write,"{'output': 'output_max', 'size': 29442, 'id': ('NormPE1', 1, 'output_max', 29)}",1566489801.3092911,1566489801.309323
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 15))]}",1566489801.3093371,1566489801.309946
NormPE1,1,process,"{}",1566489801.29618,1566489801.309333
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1272, 'id': ('PeakGroundMotion4', 4, 'output', 23)}",1566489801.3211699,1566489801.321297
PeakGroundMotion4,4,process,"{}",1566489801.307266,1566489801.321152
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 23))]}",1566489801.307541,1566489801.324726
Match5,5,process,"{}",1566489801.307529,1566489801.307538
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 24))]}",1566489801.323881,1566489801.3249018
NormPE1,1,write,"{'output': 'output_mean', 'size': 29394, 'id': ('NormPE1', 1, 'output_mean', 30)}",1566489801.333065,1566489801.333146
NormPE1,1,write,"{'output': 'output_max', 'size': 29393, 'id': ('NormPE1', 1, 'output_max', 30)}",1566489801.333175,1566489801.333211
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 16))]}",1566489801.333226,1566489801.3345652
NormPE1,1,process,"{}",1566489801.3099961,1566489801.3332229
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1274, 'id': ('PeakGroundMotion3', 3, 'output', 22)}",1566489801.338253,1566489801.3383732
PeakGroundMotion3,3,process,"{}",1566489801.2238138,1566489801.3382301
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 23))]}",1566489801.338403,1566489801.3396008
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 22))]}",1566489801.324781,1566489801.339752
Match5,5,process,"{}",1566489801.3247712,1566489801.324778
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion4', 4, 'output', 24)}",1566489801.339645,1566489801.339749
PeakGroundMotion4,4,process,"{}",1566489801.324936,1566489801.339626
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 24))]}",1566489801.339801,1566489801.340387
Match5,5,process,"{}",1566489801.339791,1566489801.339799
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 25))]}",1566489801.339796,1566489801.3406441
NormPE1,1,write,"{'output': 'output_mean', 'size': 29443, 'id': ('NormPE1', 1, 'output_mean', 31)}",1566489801.35098,1566489801.351048
NormPE1,1,write,"{'output': 'output_max', 'size': 29442, 'id': ('NormPE1', 1, 'output_max', 31)}",1566489801.35108,1566489801.351124
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 16))]}",1566489801.351143,1566489801.351721
NormPE1,1,process,"{}",1566489801.3346071,1566489801.351138
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion3', 3, 'output', 23)}",1566489801.3553438,1566489801.3554308
PeakGroundMotion3,3,process,"{}",1566489801.339648,1566489801.355329
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 23))]}",1566489801.340433,1566489801.356085
Match5,5,process,"{}",1566489801.3404238,1566489801.34043
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 24))]}",1566489801.3554711,1566489801.3567019
NormPE1,1,write,"{'output': 'output_mean', 'size': 29394, 'id': ('NormPE1', 1, 'output_mean', 32)}",1566489801.363405,1566489801.363476
NormPE1,1,write,"{'output': 'output_max', 'size': 29393, 'id': ('NormPE1', 1, 'output_max', 32)}",1566489801.3635268,1566489801.363567
NormPE1,1,read,"{'input': [('input', ('streamProducerSynth2', 2, 'output', 17))]}",1566489801.363583,1566489801.364415
NormPE1,1,process,"{}",1566489801.3517492,1566489801.3635788
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1271, 'id': ('PeakGroundMotion4', 4, 'output', 25)}",1566489801.376616,1566489801.376723
PeakGroundMotion4,4,process,"{}",1566489801.340694,1566489801.376596
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 25))]}",1566489801.356131,1566489801.37742
Match5,5,process,"{}",1566489801.356122,1566489801.356128
Match5,5,write,"{'output': 'output', 'size': 2755, 'id': ('Match5', 5, 'output', 11)}",1566489801.3774788,1566489801.377624
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 11))]}",1566489801.2513611,1566489801.378697
WriteGeoJSON6,6,process,"{}",1566489801.2241092,1566489801.251351
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1274, 'id': ('PeakGroundMotion3', 3, 'output', 24)}",1566489801.385501,1566489801.3856158
PeakGroundMotion3,3,process,"{}",1566489801.356742,1566489801.385482
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 24))]}",1566489801.377644,1566489801.386258
Match5,5,process,"{}",1566489801.377467,1566489801.37764
NormPE1,1,write,"{'output': 'output_mean', 'size': 29443, 'id': ('NormPE1', 1, 'output_mean', 33)}",1566489801.3884501,1566489801.388513
NormPE1,1,write,"{'output': 'output_max', 'size': 29442, 'id': ('NormPE1', 1, 'output_max', 33)}",1566489801.388563,1566489801.388608
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 26))]}",1566489801.3767629,1566489801.388853
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 25))]}",1566489801.385655,1566489801.390319
NormPE1,1,read,"{'input': [('input', ('streamProducerReal0', 0, 'output', 17))]}",1566489801.388627,1566489801.395534
NormPE1,1,process,"{}",1566489801.3644521,1566489801.388622
PeakGroundMotion4,4,write,"{'output': 'output', 'size': 1273, 'id': ('PeakGroundMotion4', 4, 'output', 26)}",1566489801.404886,1566489801.405016
PeakGroundMotion4,4,process,"{}",1566489801.388959,1566489801.404865
Match5,5,read,"{'input': [('input', ('PeakGroundMotion4', 4, 'output', 26))]}",1566489801.386318,1566489801.405646
Match5,5,process,"{}",1566489801.3863082,1566489801.386315
Match5,5,write,"{'output': 'output', 'size': 2756, 'id': ('Match5', 5, 'output', 12)}",1566489801.405699,1566489801.405809
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 12))]}",1566489801.391583,1566489801.407101
WriteGeoJSON6,6,process,"{}",1566489801.378763,1566489801.391575
PeakGroundMotion4,4,read,"{'input': [('input', ('NormPE1', 1, 'output_max', 27))]}",1566489801.405047,1566489801.409548
PeakGroundMotion3,3,write,"{'output': 'output', 'size': 1272, 'id': ('PeakGroundMotion3', 3, 'output', 25)}",1566489801.417799,1566489801.417917
PeakGroundMotion3,3,process,"{}",1566489801.390368,1566489801.417779
Match5,5,read,"{'input': [('input', ('PeakGroundMotion3', 3, 'output', 25))]}",1566489801.405824,1566489801.418593
Match5,5,process,"{}",1566489801.405687,1566489801.40582
Match5,5,write,"{'output': 'output', 'size': 2757, 'id': ('Match5', 5, 'output', 13)}",1566489801.418666,1566489801.418818
PeakGroundMotion3,3,read,"{'input': [('input', ('NormPE1', 1, 'output_mean', 26))]}",1566489801.417944,1566489801.418853
WriteGeoJSON6,6,read,"{'input': [('input', ('Match5', 5, 'output', 13))]}",1566489801.422406,1566489801.423051
