PE,rank,method,data,start,end
PE_filter_bandpass22,10,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass22', 10, 'output', 5)}",1566489792.54745,1566489792.54755
PE_filter_bandpass22,10,process,"{}",1566489792.539507,1566489792.547179
RotationPE30,1,read,"{'input': [('input', ('PE_filter_bandpass22', 10, 'output', 5))]}",1566489792.378618,1566489792.561187
RotationPE30,1,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE30', 1, 'output', 5)}",1566489792.5629241,1566489792.5630221
RotationPE30,1,process,"{}",1566489792.56125,1566489792.562732
StoreStream32,3,read,"{'input': [('input', ('RotationPE30', 1, 'output', 5))]}",1566489792.386504,1566489792.585164
StoreStream32,3,process,"{}",1566489792.384481,1566489792.386496
data29,0,write,"{'output': 'output_real', 'size': 1031, 'id': ('data29', 0, 'output_real', 6)}",1566489792.6046689,1566489792.6047628
data29,0,write,"{'output': 'output_synt', 'size': 1031, 'id': ('data29', 0, 'output_synt', 6)}",1566489792.604788,1566489792.604836
PE_detrend23,11,read,"{'input': [('input', ('data29', 0, 'output_synt', 6))]}",1566489792.432543,1566489792.6132119
PE_detrend17,5,read,"{'input': [('input', ('data29', 0, 'output_real', 6))]}",1566489792.42964,1566489792.613744
PE_detrend23,11,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend23', 11, 'output', 6)}",1566489792.6158879,1566489792.615969
PE_detrend23,11,process,"{}",1566489792.613298,1566489792.6156049
PE_taper24,12,read,"{'input': [('input', ('PE_detrend23', 11, 'output', 6))]}",1566489792.4456,1566489792.6213062
PE_taper24,12,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper24', 12, 'output', 6)}",1566489792.622475,1566489792.622547
PE_taper24,12,process,"{}",1566489792.621357,1566489792.622206
PE_detrend17,5,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend17', 5, 'output', 6)}",1566489792.624865,1566489792.624958
PE_detrend17,5,process,"{}",1566489792.613795,1566489792.624522
PE_pre_filter25,13,read,"{'input': [('input', ('PE_taper24', 12, 'output', 6))]}",1566489792.462351,1566489792.628994
PE_taper18,6,read,"{'input': [('input', ('PE_detrend17', 5, 'output', 6))]}",1566489792.442315,1566489792.63051
PE_pre_filter25,13,write,"{'output': 'output', 'size': 1015, 'id': ('PE_pre_filter25', 13, 'output', 6)}",1566489792.630164,1566489792.63024
PE_taper18,6,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper18', 6, 'output', 6)}",1566489792.631723,1566489792.631791
PE_pre_filter25,13,process,"{}",1566489792.62905,1566489792.629893
PE_taper18,6,process,"{}",1566489792.630555,1566489792.631443
PE_filter_lowpass26,14,read,"{'input': [('input', ('PE_pre_filter25', 13, 'output', 6))]}",1566489792.478574,1566489792.636898
PE_remove_response19,7,read,"{'input': [('input', ('PE_taper18', 6, 'output', 6))]}",1566489792.4903529,1566489792.638537
PE_filter_lowpass26,14,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass26', 14, 'output', 6)}",1566489792.641522,1566489792.64162
PE_filter_lowpass26,14,process,"{}",1566489792.63696,1566489792.6411781
PE_filter_highpass27,15,read,"{'input': [('input', ('PE_filter_lowpass26', 14, 'output', 6))]}",1566489792.494254,1566489792.648733
PE_filter_highpass27,15,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass27', 15, 'output', 6)}",1566489792.653993,1566489792.654078
PE_filter_highpass27,15,process,"{}",1566489792.648793,1566489792.653697
PE_filter_bandpass28,16,read,"{'input': [('input', ('PE_filter_highpass27', 15, 'output', 6))]}",1566489792.510626,1566489792.660954
PE_remove_response19,7,write,"{'output': 'output', 'size': 1015, 'id': ('PE_remove_response19', 7, 'output', 6)}",1566489792.661108,1566489792.661201
PE_remove_response19,7,process,"{}",1566489792.638585,1566489792.660676
PE_filter_bandpass28,16,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass28', 16, 'output', 6)}",1566489792.666079,1566489792.666176
PE_filter_bandpass28,16,process,"{}",1566489792.661016,1566489792.665735
PE_filter_lowpass20,8,read,"{'input': [('input', ('PE_remove_response19', 7, 'output', 6))]}",1566489792.507751,1566489792.6675782
RotationPE31,2,read,"{'input': [('input', ('PE_filter_bandpass28', 16, 'output', 6))]}",1566489792.525682,1566489792.672771
PE_filter_lowpass20,8,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass20', 8, 'output', 6)}",1566489792.671197,1566489792.671278
PE_filter_lowpass20,8,process,"{}",1566489792.6676228,1566489792.670914
RotationPE31,2,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE31', 2, 'output', 6)}",1566489792.6747851,1566489792.6748621
RotationPE31,2,process,"{}",1566489792.6728199,1566489792.674489
PE_filter_highpass21,9,read,"{'input': [('input', ('PE_filter_lowpass20', 8, 'output', 6))]}",1566489792.523904,1566489792.678431
StoreStream33,4,read,"{'input': [('input', ('RotationPE31', 2, 'output', 6))]}",1566489792.545832,1566489792.6818812
StoreStream33,4,process,"{}",1566489792.542752,1566489792.545822
PE_filter_highpass21,9,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass21', 9, 'output', 6)}",1566489792.682474,1566489792.682561
PE_filter_highpass21,9,process,"{}",1566489792.678478,1566489792.6821408
PE_filter_bandpass22,10,read,"{'input': [('input', ('PE_filter_highpass21', 9, 'output', 6))]}",1566489792.547606,1566489792.688713
PE_filter_bandpass22,10,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass22', 10, 'output', 6)}",1566489792.693381,1566489792.693572
PE_filter_bandpass22,10,process,"{}",1566489792.6887581,1566489792.693063
RotationPE30,1,read,"{'input': [('input', ('PE_filter_bandpass22', 10, 'output', 6))]}",1566489792.563057,1566489792.6990411
RotationPE30,1,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE30', 1, 'output', 6)}",1566489792.700386,1566489792.700459
RotationPE30,1,process,"{}",1566489792.699085,1566489792.7001128
StoreStream32,3,read,"{'input': [('input', ('RotationPE30', 1, 'output', 6))]}",1566489792.587727,1566489792.706023
StoreStream32,3,process,"{}",1566489792.5853682,1566489792.587719
data29,0,write,"{'output': 'output_real', 'size': 1031, 'id': ('data29', 0, 'output_real', 7)}",1566489792.727686,1566489792.727864
data29,0,write,"{'output': 'output_synt', 'size': 1031, 'id': ('data29', 0, 'output_synt', 7)}",1566489792.727901,1566489792.7279491
PE_detrend23,11,read,"{'input': [('input', ('data29', 0, 'output_synt', 7))]}",1566489792.6159968,1566489792.7360609
PE_detrend17,5,read,"{'input': [('input', ('data29', 0, 'output_real', 7))]}",1566489792.62499,1566489792.7364202
PE_detrend17,5,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend17', 5, 'output', 7)}",1566489792.738403,1566489792.738475
PE_detrend17,5,process,"{}",1566489792.736463,1566489792.738247
PE_taper18,6,read,"{'input': [('input', ('PE_detrend17', 5, 'output', 7))]}",1566489792.631812,1566489792.744164
PE_taper18,6,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper18', 6, 'output', 7)}",1566489792.74526,1566489792.7453282
PE_taper18,6,process,"{}",1566489792.7442062,1566489792.7451131
PE_detrend23,11,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend23', 11, 'output', 7)}",1566489792.747214,1566489792.747304
PE_detrend23,11,process,"{}",1566489792.736109,1566489792.747018
PE_remove_response19,7,read,"{'input': [('input', ('PE_taper18', 6, 'output', 7))]}",1566489792.66128,1566489792.751393
PE_taper24,12,read,"{'input': [('input', ('PE_detrend23', 11, 'output', 7))]}",1566489792.622567,1566489792.7535958
PE_taper24,12,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper24', 12, 'output', 7)}",1566489792.754634,1566489792.754705
PE_taper24,12,process,"{}",1566489792.7536352,1566489792.754486
PE_pre_filter25,13,read,"{'input': [('input', ('PE_taper24', 12, 'output', 7))]}",1566489792.630267,1566489792.761481
PE_pre_filter25,13,write,"{'output': 'output', 'size': 1015, 'id': ('PE_pre_filter25', 13, 'output', 7)}",1566489792.762759,1566489792.762862
PE_pre_filter25,13,process,"{}",1566489792.761533,1566489792.762562
PE_filter_lowpass26,14,read,"{'input': [('input', ('PE_pre_filter25', 13, 'output', 7))]}",1566489792.64165,1566489792.769931
PE_remove_response19,7,write,"{'output': 'output', 'size': 1015, 'id': ('PE_remove_response19', 7, 'output', 7)}",1566489792.769925,1566489792.770005
PE_remove_response19,7,process,"{}",1566489792.751435,1566489792.769744
PE_filter_lowpass26,14,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass26', 14, 'output', 7)}",1566489792.77614,1566489792.7762291
PE_filter_lowpass26,14,process,"{}",1566489792.7699819,1566489792.775937
PE_filter_lowpass20,8,read,"{'input': [('input', ('PE_remove_response19', 7, 'output', 7))]}",1566489792.6713028,1566489792.7781398
PE_filter_lowpass20,8,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass20', 8, 'output', 7)}",1566489792.78159,1566489792.7816682
PE_filter_lowpass20,8,process,"{}",1566489792.7781818,1566489792.781429
PE_filter_highpass27,15,read,"{'input': [('input', ('PE_filter_lowpass26', 14, 'output', 7))]}",1566489792.6541069,1566489792.7837088
PE_filter_highpass21,9,read,"{'input': [('input', ('PE_filter_lowpass20', 8, 'output', 7))]}",1566489792.682592,1566489792.7885451
PE_filter_highpass27,15,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass27', 15, 'output', 7)}",1566489792.78723,1566489792.787318
PE_filter_highpass27,15,process,"{}",1566489792.783755,1566489792.787036
PE_filter_bandpass28,16,read,"{'input': [('input', ('PE_filter_highpass27', 15, 'output', 7))]}",1566489792.666207,1566489792.794042
PE_filter_highpass21,9,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass21', 9, 'output', 7)}",1566489792.793786,1566489792.793877
PE_filter_highpass21,9,process,"{}",1566489792.788589,1566489792.793521
PE_filter_bandpass28,16,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass28', 16, 'output', 7)}",1566489792.7986822,1566489792.798771
PE_filter_bandpass28,16,process,"{}",1566489792.794085,1566489792.798495
PE_filter_bandpass22,10,read,"{'input': [('input', ('PE_filter_highpass21', 9, 'output', 7))]}",1566489792.693608,1566489792.801395
RotationPE31,2,read,"{'input': [('input', ('PE_filter_bandpass28', 16, 'output', 7))]}",1566489792.6748888,1566489792.805608
PE_filter_bandpass22,10,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass22', 10, 'output', 7)}",1566489792.806342,1566489792.806515
PE_filter_bandpass22,10,process,"{}",1566489792.801435,1566489792.806179
RotationPE31,2,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE31', 2, 'output', 7)}",1566489792.806748,1566489792.8072178
RotationPE31,2,process,"{}",1566489792.8056571,1566489792.806562
RotationPE30,1,read,"{'input': [('input', ('PE_filter_bandpass22', 10, 'output', 7))]}",1566489792.700483,1566489792.812845
StoreStream33,4,read,"{'input': [('input', ('RotationPE31', 2, 'output', 7))]}",1566489792.685444,1566489792.81333
StoreStream33,4,process,"{}",1566489792.682194,1566489792.685436
RotationPE30,1,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE30', 1, 'output', 7)}",1566489792.814055,1566489792.814141
RotationPE30,1,process,"{}",1566489792.812889,1566489792.813868
StoreStream32,3,read,"{'input': [('input', ('RotationPE30', 1, 'output', 7))]}",1566489792.709169,1566489792.820099
StoreStream32,3,process,"{}",1566489792.7064168,1566489792.709143
data29,0,write,"{'output': 'output_real', 'size': 1031, 'id': ('data29', 0, 'output_real', 8)}",1566489792.865331,1566489792.865419
data29,0,write,"{'output': 'output_synt', 'size': 1031, 'id': ('data29', 0, 'output_synt', 8)}",1566489792.865442,1566489792.86549
PE_detrend17,5,read,"{'input': [('input', ('data29', 0, 'output_real', 8))]}",1566489792.7384992,1566489792.8802261
PE_detrend23,11,read,"{'input': [('input', ('data29', 0, 'output_synt', 8))]}",1566489792.747335,1566489792.8802261
PE_detrend23,11,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend23', 11, 'output', 8)}",1566489792.882575,1566489792.882663
PE_detrend23,11,process,"{}",1566489792.8802738,1566489792.882376
PE_taper24,12,read,"{'input': [('input', ('PE_detrend23', 11, 'output', 8))]}",1566489792.7547252,1566489792.89506
PE_taper24,12,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper24', 12, 'output', 8)}",1566489792.8961082,1566489792.896179
PE_taper24,12,process,"{}",1566489792.895107,1566489792.89595
PE_pre_filter25,13,read,"{'input': [('input', ('PE_taper24', 12, 'output', 8))]}",1566489792.7628942,1566489792.908171
PE_pre_filter25,13,write,"{'output': 'output', 'size': 1015, 'id': ('PE_pre_filter25', 13, 'output', 8)}",1566489792.9094532,1566489792.9095302
PE_pre_filter25,13,process,"{}",1566489792.908243,1566489792.909276
PE_detrend17,5,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend17', 5, 'output', 8)}",1566489792.910337,1566489792.910433
PE_detrend17,5,process,"{}",1566489792.8802738,1566489792.909865
PE_filter_lowpass26,14,read,"{'input': [('input', ('PE_pre_filter25', 13, 'output', 8))]}",1566489792.7762618,1566489792.922764
PE_taper18,6,read,"{'input': [('input', ('PE_detrend17', 5, 'output', 8))]}",1566489792.745352,1566489792.9233541
PE_taper18,6,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper18', 6, 'output', 8)}",1566489792.924574,1566489792.924659
PE_taper18,6,process,"{}",1566489792.923399,1566489792.924374
PE_filter_lowpass26,14,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass26', 14, 'output', 8)}",1566489792.926741,1566489792.9268138
PE_filter_lowpass26,14,process,"{}",1566489792.922813,1566489792.926572
PE_remove_response19,7,read,"{'input': [('input', ('PE_taper18', 6, 'output', 8))]}",1566489792.7700338,1566489792.93631
PE_filter_highpass27,15,read,"{'input': [('input', ('PE_filter_lowpass26', 14, 'output', 8))]}",1566489792.7873511,1566489792.9381409
PE_filter_highpass27,15,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass27', 15, 'output', 8)}",1566489792.942164,1566489792.942243
PE_filter_highpass27,15,process,"{}",1566489792.9381812,1566489792.941987
PE_filter_bandpass28,16,read,"{'input': [('input', ('PE_filter_highpass27', 15, 'output', 8))]}",1566489792.7988029,1566489792.953347
PE_filter_bandpass28,16,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass28', 16, 'output', 8)}",1566489792.959167,1566489792.9592562
PE_filter_bandpass28,16,process,"{}",1566489792.953422,1566489792.958967
PE_remove_response19,7,write,"{'output': 'output', 'size': 1015, 'id': ('PE_remove_response19', 7, 'output', 8)}",1566489792.966091,1566489792.966172
PE_remove_response19,7,process,"{}",1566489792.936353,1566489792.9658911
RotationPE31,2,read,"{'input': [('input', ('PE_filter_bandpass28', 16, 'output', 8))]}",1566489792.8072488,1566489792.973061
RotationPE31,2,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE31', 2, 'output', 8)}",1566489792.9743092,1566489792.974397
RotationPE31,2,process,"{}",1566489792.9731069,1566489792.974009
PE_filter_lowpass20,8,read,"{'input': [('input', ('PE_remove_response19', 7, 'output', 8))]}",1566489792.7816918,1566489792.978555
PE_filter_lowpass20,8,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass20', 8, 'output', 8)}",1566489792.982008,1566489792.982086
PE_filter_lowpass20,8,process,"{}",1566489792.978602,1566489792.981799
StoreStream33,4,read,"{'input': [('input', ('RotationPE31', 2, 'output', 8))]}",1566489792.815425,1566489792.986304
StoreStream33,4,process,"{}",1566489792.813548,1566489792.815417
PE_filter_highpass21,9,read,"{'input': [('input', ('PE_filter_lowpass20', 8, 'output', 8))]}",1566489792.793935,1566489792.992332
PE_filter_highpass21,9,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass21', 9, 'output', 8)}",1566489792.996581,1566489792.996657
PE_filter_highpass21,9,process,"{}",1566489792.992378,1566489792.9964101
PE_filter_bandpass22,10,read,"{'input': [('input', ('PE_filter_highpass21', 9, 'output', 8))]}",1566489792.8065422,1566489793.007143
PE_filter_bandpass22,10,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass22', 10, 'output', 8)}",1566489793.01389,1566489793.013987
PE_filter_bandpass22,10,process,"{}",1566489793.00719,1566489793.013676
RotationPE30,1,read,"{'input': [('input', ('PE_filter_bandpass22', 10, 'output', 8))]}",1566489792.8141718,1566489793.025613
RotationPE30,1,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE30', 1, 'output', 8)}",1566489793.027252,1566489793.027416
RotationPE30,1,process,"{}",1566489793.0256798,1566489793.0267541
data29,0,write,"{'output': 'output_real', 'size': 1031, 'id': ('data29', 0, 'output_real', 9)}",1566489793.0356421,1566489793.03573
data29,0,write,"{'output': 'output_synt', 'size': 1031, 'id': ('data29', 0, 'output_synt', 9)}",1566489793.035757,1566489793.035817
StoreStream32,3,read,"{'input': [('input', ('RotationPE30', 1, 'output', 8))]}",1566489792.822431,1566489793.0379221
StoreStream32,3,process,"{}",1566489792.820297,1566489792.822423
PE_detrend17,5,read,"{'input': [('input', ('data29', 0, 'output_real', 9))]}",1566489792.910464,1566489793.043849
PE_detrend23,11,read,"{'input': [('input', ('data29', 0, 'output_synt', 9))]}",1566489792.882696,1566489793.044641
PE_detrend17,5,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend17', 5, 'output', 9)}",1566489793.046877,1566489793.0469508
PE_detrend17,5,process,"{}",1566489793.0438972,1566489793.046628
PE_taper18,6,read,"{'input': [('input', ('PE_detrend17', 5, 'output', 9))]}",1566489792.925117,1566489793.0526469
PE_taper18,6,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper18', 6, 'output', 9)}",1566489793.054003,1566489793.05408
PE_taper18,6,process,"{}",1566489793.052686,1566489793.053747
PE_remove_response19,7,read,"{'input': [('input', ('PE_taper18', 6, 'output', 9))]}",1566489792.966201,1566489793.059596
PE_detrend23,11,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend23', 11, 'output', 9)}",1566489793.0803719,1566489793.080457
PE_detrend23,11,process,"{}",1566489793.044682,1566489793.080083
PE_taper24,12,read,"{'input': [('input', ('PE_detrend23', 11, 'output', 9))]}",1566489792.896199,1566489793.086198
PE_taper24,12,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper24', 12, 'output', 9)}",1566489793.0876899,1566489793.087766
PE_taper24,12,process,"{}",1566489793.086236,1566489793.0873978
PE_pre_filter25,13,read,"{'input': [('input', ('PE_taper24', 12, 'output', 9))]}",1566489792.909555,1566489793.092853
PE_pre_filter25,13,write,"{'output': 'output', 'size': 1015, 'id': ('PE_pre_filter25', 13, 'output', 9)}",1566489793.0981162,1566489793.0981991
PE_pre_filter25,13,process,"{}",1566489793.092909,1566489793.097856
PE_filter_lowpass26,14,read,"{'input': [('input', ('PE_pre_filter25', 13, 'output', 9))]}",1566489792.9268422,1566489793.1040819
PE_filter_lowpass26,14,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass26', 14, 'output', 9)}",1566489793.10792,1566489793.108001
PE_filter_lowpass26,14,process,"{}",1566489793.104127,1566489793.107671
PE_filter_highpass27,15,read,"{'input': [('input', ('PE_filter_lowpass26', 14, 'output', 9))]}",1566489792.94227,1566489793.1131399
PE_filter_highpass27,15,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass27', 15, 'output', 9)}",1566489793.116629,1566489793.116698
PE_filter_highpass27,15,process,"{}",1566489793.113179,1566489793.116401
PE_filter_bandpass28,16,read,"{'input': [('input', ('PE_filter_highpass27', 15, 'output', 9))]}",1566489792.959291,1566489793.121674
PE_remove_response19,7,write,"{'output': 'output', 'size': 1015, 'id': ('PE_remove_response19', 7, 'output', 9)}",1566489793.1229289,1566489793.1230059
PE_remove_response19,7,process,"{}",1566489793.0596402,1566489793.1226292
PE_filter_lowpass20,8,read,"{'input': [('input', ('PE_remove_response19', 7, 'output', 9))]}",1566489792.982114,1566489793.1289768
PE_filter_bandpass28,16,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass28', 16, 'output', 9)}",1566489793.1280708,1566489793.128161
PE_filter_bandpass28,16,process,"{}",1566489793.121711,1566489793.127764
RotationPE31,2,read,"{'input': [('input', ('PE_filter_bandpass28', 16, 'output', 9))]}",1566489792.974423,1566489793.133247
PE_filter_lowpass20,8,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass20', 8, 'output', 9)}",1566489793.13296,1566489793.133038
PE_filter_lowpass20,8,process,"{}",1566489793.1290162,1566489793.132714
RotationPE31,2,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE31', 2, 'output', 9)}",1566489793.1345952,1566489793.1346738
RotationPE31,2,process,"{}",1566489793.1332889,1566489793.134345
PE_filter_highpass21,9,read,"{'input': [('input', ('PE_filter_lowpass20', 8, 'output', 9))]}",1566489792.996682,1566489793.1388469
StoreStream33,4,read,"{'input': [('input', ('RotationPE31', 2, 'output', 9))]}",1566489792.988533,1566489793.140762
StoreStream33,4,process,"{}",1566489792.986497,1566489792.9885252
PE_filter_highpass21,9,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass21', 9, 'output', 9)}",1566489793.143362,1566489793.143436
PE_filter_highpass21,9,process,"{}",1566489793.138886,1566489793.14309
PE_filter_bandpass22,10,read,"{'input': [('input', ('PE_filter_highpass21', 9, 'output', 9))]}",1566489793.014016,1566489793.148552
PE_filter_bandpass22,10,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass22', 10, 'output', 9)}",1566489793.152757,1566489793.152826
PE_filter_bandpass22,10,process,"{}",1566489793.14859,1566489793.152519
RotationPE30,1,read,"{'input': [('input', ('PE_filter_bandpass22', 10, 'output', 9))]}",1566489793.027445,1566489793.157988
RotationPE30,1,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE30', 1, 'output', 9)}",1566489793.1592278,1566489793.159298
RotationPE30,1,process,"{}",1566489793.158035,1566489793.158983
StoreStream32,3,read,"{'input': [('input', ('RotationPE30', 1, 'output', 9))]}",1566489793.040422,1566489793.165308
StoreStream32,3,process,"{}",1566489793.038146,1566489793.0404139
data29,0,write,"{'output': 'output_real', 'size': 1031, 'id': ('data29', 0, 'output_real', 10)}",1566489793.25431,1566489793.254401
data29,0,write,"{'output': 'output_synt', 'size': 1031, 'id': ('data29', 0, 'output_synt', 10)}",1566489793.254426,1566489793.254475
PE_detrend17,5,read,"{'input': [('input', ('data29', 0, 'output_real', 10))]}",1566489793.046975,1566489793.260729
PE_detrend23,11,read,"{'input': [('input', ('data29', 0, 'output_synt', 10))]}",1566489793.0804858,1566489793.263059
PE_detrend17,5,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend17', 5, 'output', 10)}",1566489793.263696,1566489793.26377
PE_detrend17,5,process,"{}",1566489793.260776,1566489793.263552
PE_taper18,6,read,"{'input': [('input', ('PE_detrend17', 5, 'output', 10))]}",1566489793.054105,1566489793.268932
PE_taper18,6,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper18', 6, 'output', 10)}",1566489793.269897,1566489793.269962
PE_taper18,6,process,"{}",1566489793.268973,1566489793.26977
PE_remove_response19,7,read,"{'input': [('input', ('PE_taper18', 6, 'output', 10))]}",1566489793.123074,1566489793.274966
PE_detrend23,11,write,"{'output': 'output', 'size': 1015, 'id': ('PE_detrend23', 11, 'output', 10)}",1566489793.2844741,1566489793.2845562
PE_detrend23,11,process,"{}",1566489793.263104,1566489793.284323
PE_taper24,12,read,"{'input': [('input', ('PE_detrend23', 11, 'output', 10))]}",1566489793.087796,1566489793.292547
PE_remove_response19,7,write,"{'output': 'output', 'size': 1015, 'id': ('PE_remove_response19', 7, 'output', 10)}",1566489793.293531,1566489793.293615
PE_taper24,12,write,"{'output': 'output', 'size': 1015, 'id': ('PE_taper24', 12, 'output', 10)}",1566489793.294042,1566489793.294126
PE_remove_response19,7,process,"{}",1566489793.2750049,1566489793.293359
PE_taper24,12,process,"{}",1566489793.292622,1566489793.293879
PE_filter_lowpass20,8,read,"{'input': [('input', ('PE_remove_response19', 7, 'output', 10))]}",1566489793.1330628,1566489793.299479
PE_pre_filter25,13,read,"{'input': [('input', ('PE_taper24', 12, 'output', 10))]}",1566489793.098228,1566489793.3013399
PE_pre_filter25,13,write,"{'output': 'output', 'size': 1015, 'id': ('PE_pre_filter25', 13, 'output', 10)}",1566489793.303155,1566489793.303243
PE_pre_filter25,13,process,"{}",1566489793.301455,1566489793.302978
PE_filter_lowpass20,8,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass20', 8, 'output', 10)}",1566489793.305241,1566489793.3053188
PE_filter_lowpass20,8,process,"{}",1566489793.2995222,1566489793.305085
PE_filter_lowpass26,14,read,"{'input': [('input', ('PE_pre_filter25', 13, 'output', 10))]}",1566489793.108026,1566489793.309684
PE_filter_highpass21,9,read,"{'input': [('input', ('PE_filter_lowpass20', 8, 'output', 10))]}",1566489793.1434639,1566489793.312576
PE_filter_lowpass26,14,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_lowpass26', 14, 'output', 10)}",1566489793.3145869,1566489793.314674
PE_filter_lowpass26,14,process,"{}",1566489793.309729,1566489793.3144152
PE_filter_highpass21,9,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass21', 9, 'output', 10)}",1566489793.317309,1566489793.317394
PE_filter_highpass21,9,process,"{}",1566489793.312622,1566489793.317141
PE_filter_highpass27,15,read,"{'input': [('input', ('PE_filter_lowpass26', 14, 'output', 10))]}",1566489793.1167219,1566489793.320531
PE_filter_highpass27,15,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_highpass27', 15, 'output', 10)}",1566489793.324712,1566489793.3247979
PE_filter_highpass27,15,process,"{}",1566489793.320575,1566489793.324548
PE_filter_bandpass22,10,read,"{'input': [('input', ('PE_filter_highpass21', 9, 'output', 10))]}",1566489793.15285,1566489793.324309
PE_filter_bandpass28,16,read,"{'input': [('input', ('PE_filter_highpass27', 15, 'output', 10))]}",1566489793.128192,1566489793.3312829
PE_filter_bandpass22,10,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass22', 10, 'output', 10)}",1566489793.330716,1566489793.33081
PE_filter_bandpass22,10,process,"{}",1566489793.324359,1566489793.330552
RotationPE30,1,read,"{'input': [('input', ('PE_filter_bandpass22', 10, 'output', 10))]}",1566489793.159322,1566489793.3364742
PE_filter_bandpass28,16,write,"{'output': 'output', 'size': 1015, 'id': ('PE_filter_bandpass28', 16, 'output', 10)}",1566489793.336514,1566489793.336589
PE_filter_bandpass28,16,process,"{}",1566489793.3313222,1566489793.336372
RotationPE30,1,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE30', 1, 'output', 10)}",1566489793.3377368,1566489793.337821
RotationPE30,1,process,"{}",1566489793.336519,1566489793.337573
RotationPE31,2,read,"{'input': [('input', ('PE_filter_bandpass28', 16, 'output', 10))]}",1566489793.134704,1566489793.343165
StoreStream32,3,read,"{'input': [('input', ('RotationPE30', 1, 'output', 10))]}",1566489793.1684391,1566489793.344977
StoreStream32,3,process,"{}",1566489793.165604,1566489793.1684291
RotationPE31,2,write,"{'output': 'output', 'size': 1015, 'id': ('RotationPE31', 2, 'output', 10)}",1566489793.344374,1566489793.344459
RotationPE31,2,process,"{}",1566489793.343213,1566489793.3442109
StoreStream33,4,read,"{'input': [('input', ('RotationPE31', 2, 'output', 10))]}",1566489793.143185,1566489793.350538
StoreStream33,4,process,"{}",1566489793.1410902,1566489793.143178
